Category,Product,Unit_Price,Order_Date,City,Sales_Channel,Units_Sold,Stock_Available,Total_Sales
Electronics,Tablet,16685,2024-12-12 04:00:00,Jalandhar,Online,10,90,166850
Beauty & Personal Care,Shampoo,441,2024-12-12 05:00:00,Jalandhar,Offline,8,126,3528
Kitchen Tools,Induction Cooktop,2021,2024-12-12 06:00:00,Chandigarh,Offline,7,189,14147
Beauty & Personal Care,Perfume,3214,2024-12-12 07:00:00,Noida,Offline,11,116,35354
Beauty & Personal Care,Face Wash,465,2024-12-12 08:00:00,Mohali,Offline,10,126,4650
Stationery,Desk Organizer,464,2024-12-12 09:00:00,Delhi,Online,4,8,1856
Beauty & Personal Care,Hair Dryer,3061,2024-12-12 10:00:00,Amritsar,Offline,7,123,21427
Toys & Games,Cricket Bat,1069,2024-12-12 11:00:00,Noida,Online,6,150,6414
Stationery,Art Colors,1480,2024-12-12 12:00:00,Gurugram,Offline,2,120,2960
Footwear,Running Shoes,1782,2024-12-12 13:00:00,Patiala,Online,2,47,3564
Books,Children Story,463,2024-12-12 14:00:00,Delhi,Offline,3,13,1389
Books,Academic,634,2024-12-12 15:00:00,Gurugram,Online,7,191,4438
Beauty & Personal Care,Face Wash,465,2024-12-12 16:00:00,Jalandhar,Offline,5,59,2325
Men Clothing,Jacket,1994,2024-12-12 17:00:00,Chandigarh,Online,1,158,1994
Gardening,Hose Pipe,587,2024-12-12 18:00:00,Ludhiana,Online,14,124,8218
Home Decor,Table Lamp,1130,2024-12-12 19:00:00,Mohali,Online,2,177,2260
Beauty & Personal Care,Trimmer,1345,2024-12-12 20:00:00,Chandigarh,Online,8,54,10760
Home Decor,Wall Painting,1146,2024-12-12 21:00:00,Mohali,Online,2,188,2292
Stationery,Pen Pack,592,2024-12-12 22:00:00,Ludhiana,Offline,3,179,1776
Beauty & Personal Care,Hair Dryer,3061,2024-12-12 23:00:00,Chandigarh,Online,9,143,27549
Stationery,Stapler,108,2024-12-13 00:00:00,Chandigarh,Online,6,175,648
Men Clothing,Jacket,1994,2024-12-13 01:00:00,Gurugram,Online,8,72,15952
Gardening,Hose Pipe,587,2024-12-13 02:00:00,Amritsar,Offline,14,69,8218
Men Clothing,Jacket,1994,2024-12-13 03:00:00,Gurugram,Online,10,181,19940
Electronics,Laptop,56023,2024-12-13 04:00:00,Ludhiana,Offline,7,163,392161
Electronics,Monitor,10433,2024-12-13 05:00:00,Mohali,Online,1,97,10433
Gardening,Pruning Shears,1063,2024-12-13 06:00:00,Delhi,Online,3,66,3189
Home Decor,Mirror,1840,2024-12-13 07:00:00,Noida,Online,7,182,12880
Books,Self-Help,391,2024-12-13 08:00:00,Jalandhar,Offline,6,185,2346
Home Decor,Wall Painting,1146,2024-12-13 09:00:00,Patiala,Online,12,123,13752
Footwear,Formal Shoes,1974,2024-12-13 10:00:00,Mohali,Offline,3,80,5922
Toys & Games,Soft Toy,1295,2024-12-13 11:00:00,Chandigarh,Online,13,144,16835
Beauty & Personal Care,Sunscreen,1176,2024-12-13 12:00:00,Chandigarh,Online,4,125,4704
Stationery,Art Colors,1480,2024-12-13 13:00:00,Amritsar,Online,7,75,10360
Automotive,Car Perfume,262,2024-12-13 14:00:00,Jalandhar,Online,6,179,1572
Footwear,Sneakers,848,2024-12-13 15:00:00,Patiala,Offline,11,10,9328
Stationery,Pen Pack,592,2024-12-13 16:00:00,Amritsar,Online,13,169,7696
Electronics,Speaker,7311,2024-12-13 17:00:00,Mohali,Offline,12,77,87732
Gardening,Fertilizer,991,2024-12-13 18:00:00,Mohali,Offline,1,29,991
Kitchen Tools,Toaster,1659,2024-12-13 19:00:00,Patiala,Online,7,12,11613
Gardening,Artificial Grass,716,2024-12-13 20:00:00,Noida,Offline,6,68,4296
Books,Mystery,505,2024-12-13 21:00:00,Amritsar,Offline,3,170,1515
Kitchen Tools,Knife Set,357,2024-12-13 22:00:00,Chandigarh,Online,9,13,3213
Kitchen Tools,Kettle,1252,2024-12-13 23:00:00,Chandigarh,Online,13,11,16276
Furniture,Study Table,2815,2024-12-14 00:00:00,Ludhiana,Offline,9,51,25335
Women Clothing,Dress,2238,2024-12-14 01:00:00,Amritsar,Online,10,197,22380
Men Clothing,Jacket,1994,2024-12-14 02:00:00,Chandigarh,Online,2,99,3988
Beauty & Personal Care,Sunscreen,1176,2024-12-14 03:00:00,Patiala,Online,4,151,4704
Furniture,Bean Bag,1455,2024-12-14 04:00:00,Chandigarh,Online,11,5,16005
Fitness Gear,Resistance Bands,687,2024-12-14 05:00:00,Delhi,Online,9,111,6183
Books,Fiction Novel,589,2024-12-14 06:00:00,Gurugram,Offline,7,48,4123
Fitness Gear,Dumbbells,4152,2024-12-14 07:00:00,Gurugram,Online,14,127,58128
Stationery,Backpack,1952,2024-12-14 08:00:00,Delhi,Offline,1,168,1952
Toys & Games,Cricket Bat,1069,2024-12-14 09:00:00,Ludhiana,Online,10,71,10690
Home Decor,Wall Clock,966,2024-12-14 10:00:00,Delhi,Online,10,199,9660
Gardening,Garden Shovel,202,2024-12-14 11:00:00,Amritsar,Offline,1,120,202
Beauty & Personal Care,Lipstick,687,2024-12-14 12:00:00,Jalandhar,Online,11,60,7557
Stationery,Pen Pack,592,2024-12-14 13:00:00,Patiala,Online,13,135,7696
Beauty & Personal Care,Sunscreen,1176,2024-12-14 14:00:00,Noida,Online,1,48,1176
Footwear,Boots,1689,2024-12-14 15:00:00,Noida,Offline,11,119,18579
Home Decor,Table Lamp,1130,2024-12-14 16:00:00,Chandigarh,Offline,10,139,11300
Gardening,Pruning Shears,1063,2024-12-14 17:00:00,Delhi,Online,11,140,11693
Home Decor,Table Lamp,1130,2024-12-14 18:00:00,Amritsar,Online,3,168,3390
Automotive,Seat Cover,7258,2024-12-14 19:00:00,Gurugram,Online,11,168,79838
Toys & Games,Soft Toy,1295,2024-12-14 20:00:00,Mohali,Online,7,174,9065
Kitchen Tools,Knife Set,357,2024-12-14 21:00:00,Ludhiana,Online,9,89,3213
Men Clothing,Jeans,1235,2024-12-14 22:00:00,Noida,Online,11,134,13585
Fitness Gear,Jump Rope,589,2024-12-14 23:00:00,Mohali,Offline,13,136,7657
Footwear,Loafers,2362,2024-12-15 00:00:00,Delhi,Online,5,22,11810
Automotive,Car Perfume,262,2024-12-15 01:00:00,Jalandhar,Online,14,172,3668
Women Clothing,Handbag,699,2024-12-15 02:00:00,Delhi,Online,14,68,9786
Stationery,Desk Organizer,464,2024-12-15 03:00:00,Patiala,Online,14,36,6496
Home Decor,Cushion Covers,350,2024-12-15 04:00:00,Ludhiana,Online,4,119,1400
Gardening,Hose Pipe,587,2024-12-15 05:00:00,Mohali,Online,7,113,4109
Electronics,Headphones,3391,2024-12-15 06:00:00,Chandigarh,Online,11,175,37301
Men Clothing,Jeans,1235,2024-12-15 07:00:00,Noida,Online,8,109,9880
Automotive,Tyre Inflator,3495,2024-12-15 08:00:00,Mohali,Online,12,80,41940
Home Decor,Cushion Covers,350,2024-12-15 09:00:00,Amritsar,Offline,4,10,1400
Toys & Games,Remote Car,3777,2024-12-15 10:00:00,Patiala,Online,13,58,49101
Automotive,Tyre Inflator,3495,2024-12-15 11:00:00,Chandigarh,Offline,7,45,24465
Books,Business,766,2024-12-15 12:00:00,Patiala,Offline,1,117,766
Automotive,Car Vacuum,3527,2024-12-15 13:00:00,Noida,Online,12,128,42324
Electronics,Speaker,7311,2024-12-15 14:00:00,Chandigarh,Offline,1,129,7311
Home Decor,Cushion Covers,350,2024-12-15 15:00:00,Amritsar,Offline,1,67,350
Stationery,Pen Pack,592,2024-12-15 16:00:00,Chandigarh,Offline,6,40,3552
Automotive,Car Vacuum,3527,2024-12-15 17:00:00,Noida,Online,1,179,3527
Books,Biography,804,2024-12-15 18:00:00,Gurugram,Offline,10,35,8040
Women Clothing,Kurti,387,2024-12-15 19:00:00,Chandigarh,Online,6,84,2322
Women Clothing,Dress,2238,2024-12-15 20:00:00,Amritsar,Online,11,122,24618
Gardening,Pruning Shears,1063,2024-12-15 21:00:00,Amritsar,Online,2,187,2126
Electronics,Monitor,10433,2024-12-15 22:00:00,Mohali,Online,3,176,31299
Gardening,Artificial Grass,716,2024-12-15 23:00:00,Mohali,Offline,6,50,4296
Stationery,Calculator,514,2024-12-16 00:00:00,Delhi,Online,6,181,3084
Books,Cookbook,1455,2024-12-16 01:00:00,Chandigarh,Online,4,191,5820
Footwear,Sandals,1110,2024-12-16 02:00:00,Jalandhar,Online,3,116,3330
Women Clothing,Dress,2238,2024-12-16 03:00:00,Mohali,Online,12,99,26856
Fitness Gear,Treadmill,39457,2024-12-16 04:00:00,Jalandhar,Offline,4,91,157828
Footwear,Formal Shoes,1974,2024-12-16 05:00:00,Ludhiana,Online,12,192,23688
Automotive,Helmet,1391,2024-12-16 06:00:00,Gurugram,Offline,12,35,16692
Automotive,Car Perfume,262,2024-12-16 07:00:00,Patiala,Online,11,5,2882
Gardening,Plant Pots,395,2024-12-16 08:00:00,Patiala,Online,4,53,1580
Women Clothing,Jeans,1358,2024-12-16 09:00:00,Patiala,Online,14,59,19012
Kitchen Tools,Juicer,1747,2024-12-16 10:00:00,Mohali,Online,2,157,3494
Toys & Games,Remote Car,3777,2024-12-16 11:00:00,Patiala,Online,12,62,45324
Books,Children Story,463,2024-12-16 12:00:00,Mohali,Online,3,109,1389
Beauty & Personal Care,Hair Dryer,3061,2024-12-16 13:00:00,Noida,Online,3,168,9183
Kitchen Tools,Blender,1844,2024-12-16 14:00:00,Patiala,Online,2,128,3688
Electronics,Laptop,56023,2024-12-16 15:00:00,Jalandhar,Online,6,176,336138
Men Clothing,Shorts,488,2024-12-16 16:00:00,Mohali,Online,13,105,6344
Kitchen Tools,Induction Cooktop,2021,2024-12-16 17:00:00,Delhi,Online,3,154,6063
Beauty & Personal Care,Face Wash,465,2024-12-16 18:00:00,Chandigarh,Online,5,199,2325
Furniture,Bookshelf,2794,2024-12-16 19:00:00,Gurugram,Online,8,128,22352
Gardening,Watering Can,281,2024-12-16 20:00:00,Amritsar,Online,11,150,3091
Toys & Games,Puzzle,601,2024-12-16 21:00:00,Jalandhar,Offline,12,35,7212
Furniture,Bedside Table,2485,2024-12-16 22:00:00,Ludhiana,Online,8,131,19880
Kitchen Tools,Juicer,1747,2024-12-16 23:00:00,Noida,Online,10,118,17470
Toys & Games,Action Figure,2000,2024-12-17 00:00:00,Ludhiana,Offline,13,100,26000
Fitness Gear,Cycling Machine,9021,2024-12-17 01:00:00,Amritsar,Offline,9,18,81189
Beauty & Personal Care,Sunscreen,1176,2024-12-17 02:00:00,Mohali,Online,8,188,9408
Gardening,Garden Shovel,202,2024-12-17 03:00:00,Patiala,Online,5,140,1010
Gardening,Fertilizer,991,2024-12-17 04:00:00,Mohali,Offline,11,146,10901
Kitchen Tools,Mixer Grinder,2276,2024-12-17 05:00:00,Ludhiana,Online,7,154,15932
Beauty & Personal Care,Sunscreen,1176,2024-12-17 06:00:00,Amritsar,Offline,11,72,12936
Women Clothing,Handbag,699,2024-12-17 07:00:00,Jalandhar,Offline,9,94,6291
Fitness Gear,Protein Shaker,405,2024-12-17 08:00:00,Mohali,Online,7,109,2835
Home Decor,Wall Painting,1146,2024-12-17 09:00:00,Jalandhar,Online,1,197,1146
Books,Fiction Novel,589,2024-12-17 10:00:00,Ludhiana,Offline,4,169,2356
Home Decor,Curtains,819,2024-12-17 11:00:00,Ludhiana,Online,10,117,8190
Furniture,Bedside Table,2485,2024-12-17 12:00:00,Delhi,Offline,3,70,7455
Books,Business,766,2024-12-17 13:00:00,Chandigarh,Online,12,157,9192
Men Clothing,Jeans,1235,2024-12-17 14:00:00,Chandigarh,Online,1,33,1235
Stationery,Desk Organizer,464,2024-12-17 15:00:00,Ludhiana,Online,11,137,5104
Women Clothing,Dress,2238,2024-12-17 16:00:00,Amritsar,Online,14,77,31332
Gardening,Fertilizer,991,2024-12-17 17:00:00,Delhi,Online,7,96,6937
Toys & Games,Doll House,1661,2024-12-17 18:00:00,Noida,Offline,12,111,19932
Fitness Gear,Cycling Machine,9021,2024-12-17 19:00:00,Patiala,Online,3,192,27063
Kitchen Tools,Kettle,1252,2024-12-17 20:00:00,Jalandhar,Offline,8,68,10016
Fitness Gear,Resistance Bands,687,2024-12-17 21:00:00,Delhi,Offline,13,185,8931
Footwear,Flip Flops,214,2024-12-17 22:00:00,Mohali,Offline,8,98,1712
Automotive,Car Vacuum,3527,2024-12-17 23:00:00,Delhi,Online,7,195,24689
Stationery,Pen Pack,592,2024-12-18 00:00:00,Patiala,Online,7,7,4144
Gardening,Fertilizer,991,2024-12-18 01:00:00,Gurugram,Offline,9,52,8919
Women Clothing,Jeans,1358,2024-12-18 02:00:00,Jalandhar,Offline,9,26,12222
Electronics,Headphones,3391,2024-12-18 03:00:00,Noida,Online,4,52,13564
Furniture,Office Chair,4886,2024-12-18 04:00:00,Jalandhar,Online,12,147,58632
Women Clothing,Handbag,699,2024-12-18 05:00:00,Amritsar,Online,13,115,9087
Kitchen Tools,Toaster,1659,2024-12-18 06:00:00,Patiala,Online,12,8,19908
Fitness Gear,Jump Rope,589,2024-12-18 07:00:00,Ludhiana,Offline,2,142,1178
Stationery,Calculator,514,2024-12-18 08:00:00,Chandigarh,Online,3,103,1542
Toys & Games,Lego Set,5297,2024-12-18 09:00:00,Jalandhar,Online,6,186,31782
Books,Fiction Novel,589,2024-12-18 10:00:00,Ludhiana,Online,2,183,1178
Men Clothing,Jacket,1994,2024-12-18 11:00:00,Gurugram,Online,11,19,21934
Gardening,Hose Pipe,587,2024-12-18 12:00:00,Gurugram,Offline,11,158,6457
Gardening,Garden Shovel,202,2024-12-18 13:00:00,Gurugram,Online,2,89,404
Men Clothing,Shorts,488,2024-12-18 14:00:00,Patiala,Offline,11,20,5368
Fitness Gear,Gym Bag,865,2024-12-18 15:00:00,Chandigarh,Online,1,140,865
Fitness Gear,Dumbbells,4152,2024-12-18 16:00:00,Chandigarh,Offline,3,97,12456
Men Clothing,Shorts,488,2024-12-18 17:00:00,Noida,Offline,13,54,6344
Toys & Games,Lego Set,5297,2024-12-18 18:00:00,Jalandhar,Online,5,162,26485
Beauty & Personal Care,Lipstick,687,2024-12-18 19:00:00,Noida,Offline,12,66,8244
Books,Cookbook,1455,2024-12-18 20:00:00,Delhi,Online,2,135,2910
Beauty & Personal Care,Lipstick,687,2024-12-18 21:00:00,Delhi,Online,8,125,5496
Beauty & Personal Care,Moisturizer,800,2024-12-18 22:00:00,Gurugram,Online,6,114,4800
Men Clothing,Sweater,520,2024-12-18 23:00:00,Delhi,Offline,4,46,2080
Electronics,Speaker,7311,2024-12-19 00:00:00,Jalandhar,Online,11,63,80421
Kitchen Tools,Air Fryer,5184,2024-12-19 01:00:00,Ludhiana,Online,2,72,10368
Furniture,Bedside Table,2485,2024-12-19 02:00:00,Amritsar,Online,14,91,34790
Automotive,Helmet,1391,2024-12-19 03:00:00,Gurugram,Offline,13,63,18083
Kitchen Tools,Air Fryer,5184,2024-12-19 04:00:00,Ludhiana,Online,2,54,10368
Men Clothing,Trousers,806,2024-12-19 05:00:00,Mohali,Offline,3,30,2418
Books,Self-Help,391,2024-12-19 06:00:00,Amritsar,Online,11,97,4301
Stationery,Art Colors,1480,2024-12-19 07:00:00,Mohali,Online,9,57,13320
Home Decor,Cushion Covers,350,2024-12-19 08:00:00,Ludhiana,Online,5,130,1750
Automotive,Seat Cover,7258,2024-12-19 09:00:00,Ludhiana,Online,12,10,87096
Automotive,Car Perfume,262,2024-12-19 10:00:00,Amritsar,Online,13,63,3406
Women Clothing,Top,766,2024-12-19 11:00:00,Patiala,Offline,9,48,6894
Women Clothing,Lehenga,9426,2024-12-19 12:00:00,Ludhiana,Online,5,62,47130
Women Clothing,Lehenga,9426,2024-12-19 13:00:00,Delhi,Online,1,51,9426
Beauty & Personal Care,Shampoo,441,2024-12-19 14:00:00,Patiala,Offline,5,109,2205
Automotive,Microfiber Cloth,180,2024-12-19 15:00:00,Patiala,Online,14,51,2520
Electronics,Camera,133355,2024-12-19 16:00:00,Gurugram,Online,10,36,1333550
Electronics,Smartwatch,2269,2024-12-19 17:00:00,Amritsar,Offline,2,192,4538
Footwear,Boots,1689,2024-12-19 18:00:00,Chandigarh,Online,4,195,6756
Kitchen Tools,Toaster,1659,2024-12-19 19:00:00,Mohali,Online,10,119,16590
Electronics,Smartphone,70263,2024-12-19 20:00:00,Gurugram,Offline,11,124,772893
Gardening,Pruning Shears,1063,2024-12-19 21:00:00,Chandigarh,Online,13,5,13819
Electronics,Headphones,3391,2024-12-19 22:00:00,Amritsar,Online,2,79,6782
Footwear,Sandals,1110,2024-12-19 23:00:00,Patiala,Offline,5,187,5550
Kitchen Tools,Toaster,1659,2024-12-20 00:00:00,Delhi,Offline,6,98,9954
Electronics,Speaker,7311,2024-12-20 01:00:00,Amritsar,Online,5,133,36555
Furniture,TV Unit,6016,2024-12-20 02:00:00,Amritsar,Offline,3,117,18048
Furniture,Shoe Rack,2275,2024-12-20 03:00:00,Delhi,Online,3,153,6825
Men Clothing,Trousers,806,2024-12-20 04:00:00,Jalandhar,Online,9,146,7254
Electronics,Monitor,10433,2024-12-20 05:00:00,Mohali,Offline,11,174,114763
Beauty & Personal Care,Sunscreen,1176,2024-12-20 06:00:00,Gurugram,Online,4,151,4704
Home Decor,Table Lamp,1130,2024-12-20 07:00:00,Mohali,Offline,7,31,7910
Footwear,Flip Flops,214,2024-12-20 08:00:00,Patiala,Online,11,93,2354
Automotive,Helmet,1391,2024-12-20 09:00:00,Patiala,Online,4,16,5564
Stationery,Whiteboard,2367,2024-12-20 10:00:00,Ludhiana,Offline,9,166,21303
Men Clothing,Sweater,520,2024-12-20 11:00:00,Chandigarh,Offline,12,67,6240
Furniture,Bookshelf,2794,2024-12-20 12:00:00,Amritsar,Offline,7,199,19558
Fitness Gear,Protein Shaker,405,2024-12-20 13:00:00,Patiala,Offline,8,60,3240
Automotive,Tyre Inflator,3495,2024-12-20 14:00:00,Gurugram,Offline,6,46,20970
Automotive,Car Vacuum,3527,2024-12-20 15:00:00,Jalandhar,Offline,11,136,38797
Toys & Games,Remote Car,3777,2024-12-20 16:00:00,Amritsar,Offline,3,73,11331
Women Clothing,Kurti,387,2024-12-20 17:00:00,Chandigarh,Offline,9,137,3483
Gardening,Garden Shovel,202,2024-12-20 18:00:00,Amritsar,Online,6,11,1212
Beauty & Personal Care,Lipstick,687,2024-12-20 19:00:00,Patiala,Online,5,77,3435
Men Clothing,Jacket,1994,2024-12-20 20:00:00,Jalandhar,Offline,7,100,13958
Beauty & Personal Care,Trimmer,1345,2024-12-20 21:00:00,Noida,Offline,12,81,16140
Fitness Gear,Resistance Bands,687,2024-12-20 22:00:00,Ludhiana,Online,8,131,5496
Books,Self-Help,391,2024-12-20 23:00:00,Chandigarh,Offline,5,78,1955
Fitness Gear,Cycling Machine,9021,2024-12-21 00:00:00,Delhi,Online,3,6,27063
Kitchen Tools,Blender,1844,2024-12-21 01:00:00,Delhi,Online,8,191,14752
Women Clothing,Dress,2238,2024-12-21 02:00:00,Amritsar,Online,4,174,8952
Gardening,Fertilizer,991,2024-12-21 03:00:00,Jalandhar,Online,12,130,11892
Books,Fiction Novel,589,2024-12-21 04:00:00,Delhi,Online,3,169,1767
Women Clothing,Top,766,2024-12-21 05:00:00,Gurugram,Online,14,97,10724
Footwear,Running Shoes,1782,2024-12-21 06:00:00,Amritsar,Online,10,80,17820
Beauty & Personal Care,Sunscreen,1176,2024-12-21 07:00:00,Gurugram,Offline,11,137,12936
Automotive,Car Vacuum,3527,2024-12-21 08:00:00,Mohali,Offline,7,111,24689
Toys & Games,Cricket Bat,1069,2024-12-21 09:00:00,Gurugram,Online,1,143,1069
Fitness Gear,Cycling Machine,9021,2024-12-21 10:00:00,Chandigarh,Offline,2,61,18042
Women Clothing,Lehenga,9426,2024-12-21 11:00:00,Jalandhar,Online,13,178,122538
Fitness Gear,Yoga Mat,961,2024-12-21 12:00:00,Mohali,Online,6,13,5766
Women Clothing,Saree,1021,2024-12-21 13:00:00,Jalandhar,Online,5,76,5105
Beauty & Personal Care,Lipstick,687,2024-12-21 14:00:00,Gurugram,Offline,4,99,2748
Men Clothing,Trousers,806,2024-12-21 15:00:00,Noida,Online,11,122,8866
Automotive,Engine Oil,2198,2024-12-21 16:00:00,Ludhiana,Online,6,20,13188
Books,Business,766,2024-12-21 17:00:00,Jalandhar,Offline,14,36,10724
Electronics,Headphones,3391,2024-12-21 18:00:00,Chandigarh,Online,4,130,13564
Automotive,Engine Oil,2198,2024-12-21 19:00:00,Chandigarh,Online,1,170,2198
Men Clothing,Shirt,402,2024-12-21 20:00:00,Ludhiana,Offline,9,79,3618
Beauty & Personal Care,Lipstick,687,2024-12-21 21:00:00,Amritsar,Offline,2,55,1374
Electronics,Camera,133355,2024-12-21 22:00:00,Chandigarh,Offline,6,94,800130
Stationery,Desk Organizer,464,2024-12-21 23:00:00,Patiala,Offline,11,77,5104
Kitchen Tools,Knife Set,357,2024-12-22 00:00:00,Gurugram,Online,13,73,4641
Men Clothing,Trousers,806,2024-12-22 01:00:00,Chandigarh,Offline,2,75,1612
Men Clothing,T-Shirt,492,2024-12-22 02:00:00,Gurugram,Offline,9,143,4428
Women Clothing,Handbag,699,2024-12-22 03:00:00,Chandigarh,Offline,11,101,7689
Stationery,Desk Organizer,464,2024-12-22 04:00:00,Ludhiana,Offline,10,81,4640
Electronics,Monitor,10433,2024-12-22 05:00:00,Delhi,Online,7,97,73031
Fitness Gear,Protein Shaker,405,2024-12-22 06:00:00,Amritsar,Offline,8,17,3240
Furniture,Study Table,2815,2024-12-22 07:00:00,Delhi,Online,11,165,30965
Gardening,Pruning Shears,1063,2024-12-22 08:00:00,Patiala,Offline,12,120,12756
Footwear,Boots,1689,2024-12-22 09:00:00,Amritsar,Online,12,198,20268
Automotive,Microfiber Cloth,180,2024-12-22 10:00:00,Patiala,Online,6,165,1080
Electronics,Laptop,56023,2024-12-22 11:00:00,Patiala,Online,12,82,672276
Kitchen Tools,Induction Cooktop,2021,2024-12-22 12:00:00,Jalandhar,Online,10,180,20210
Toys & Games,Doll House,1661,2024-12-22 13:00:00,Chandigarh,Offline,8,11,13288
Books,Self-Help,391,2024-12-22 14:00:00,Noida,Offline,11,145,4301
Books,Cookbook,1455,2024-12-22 15:00:00,Ludhiana,Online,5,22,7275
Beauty & Personal Care,Face Wash,465,2024-12-22 16:00:00,Gurugram,Online,3,40,1395
Home Decor,Wall Painting,1146,2024-12-22 17:00:00,Gurugram,Online,3,28,3438
Furniture,Shoe Rack,2275,2024-12-22 18:00:00,Patiala,Online,6,44,13650
Home Decor,Cushion Covers,350,2024-12-22 19:00:00,Jalandhar,Online,5,6,1750
Books,Academic,634,2024-12-22 20:00:00,Jalandhar,Offline,1,113,634
Stationery,Whiteboard,2367,2024-12-22 21:00:00,Amritsar,Online,6,127,14202
Gardening,Garden Shovel,202,2024-12-22 22:00:00,Amritsar,Offline,12,58,2424
Kitchen Tools,Toaster,1659,2024-12-22 23:00:00,Patiala,Offline,9,60,14931
Electronics,Tablet,16685,2024-12-23 00:00:00,Gurugram,Online,14,71,233590
Electronics,Tablet,16685,2024-12-23 01:00:00,Delhi,Online,1,166,16685
Furniture,Dining Chair,689,2024-12-23 02:00:00,Gurugram,Online,2,178,1378
Women Clothing,Jeans,1358,2024-12-23 03:00:00,Noida,Offline,6,42,8148
Stationery,Desk Organizer,464,2024-12-23 04:00:00,Chandigarh,Online,11,106,5104
Gardening,Artificial Grass,716,2024-12-23 05:00:00,Jalandhar,Offline,5,166,3580
Footwear,Sandals,1110,2024-12-23 06:00:00,Amritsar,Offline,3,66,3330
Toys & Games,Action Figure,2000,2024-12-23 07:00:00,Gurugram,Offline,13,9,26000
Fitness Gear,Gym Bag,865,2024-12-23 08:00:00,Delhi,Offline,9,41,7785
Books,Business,766,2024-12-23 09:00:00,Patiala,Online,5,151,3830
Gardening,Seeds Pack,262,2024-12-23 10:00:00,Patiala,Offline,8,95,2096
Men Clothing,Shirt,402,2024-12-23 11:00:00,Delhi,Offline,1,126,402
Electronics,Tablet,16685,2024-12-23 12:00:00,Mohali,Online,12,195,200220
Men Clothing,Jeans,1235,2024-12-23 13:00:00,Chandigarh,Offline,9,134,11115
Fitness Gear,Dumbbells,4152,2024-12-23 14:00:00,Patiala,Online,4,76,16608
Gardening,Seeds Pack,262,2024-12-23 15:00:00,Chandigarh,Offline,1,21,262
Electronics,Camera,133355,2024-12-23 16:00:00,Patiala,Offline,13,102,1733615
Home Decor,Vase,643,2024-12-23 17:00:00,Patiala,Online,10,76,6430
Electronics,Smartphone,70263,2024-12-23 18:00:00,Patiala,Offline,7,124,491841
Women Clothing,Lehenga,9426,2024-12-23 19:00:00,Patiala,Online,6,48,56556
Toys & Games,Lego Set,5297,2024-12-23 20:00:00,Delhi,Offline,3,123,15891
Men Clothing,Shirt,402,2024-12-23 21:00:00,Noida,Online,12,36,4824
